CustomerID,Recency,Frequency,Monetary,AOV,UniqueProducts,Lifespan,AvgDaysBetweenOrders,CLTV,CLTV_Tier,Churned,Log_Recency,Log_Frequency,Log_Monetary,Log_AOV,Log_CLTV,F_Score,M_Score,R_Score,RFM_Score,RFM_Label,Segment,Churn Probability,Churn_Probability,Churn_Risk,Cluster,Cluster_Name,Churn_Risk_Num,CLTV_norm,Quadrant
12364,8,3,1143.3,14.29125,69,104,52.0,55.08983219178082,Mid,0,2.19722457733622,1.3862943611198906,7.042548375323669,2.727280769378989,4.026954551748625,3,4,5,12,534,Loyal Customer,0.308228,0.308228,Medium,0,Mid Value,0.5,0.03652281747897877,Nurture
12365,291,1,307.94,15.397,20,0,0.0,15.397,Low,1,5.676753802268282,0.6931471805599453,5.733147083286105,2.797098391267731,2.797098391267731,1,2,1,4,112,Lost,0.5445325,0.5445325,Medium,1,Low Value,0.5,0.010207724335884532,Nurture
12367,4,1,138.3,15.366666666666667,9,0,0.0,15.366666666666667,Low,0,1.6094379124341005,0.6931471805599453,4.93662988078576,2.7952467461323653,2.7952467461323653,1,1,5,7,511,New Customer,0.57707244,0.57707244,Medium,1,Low Value,0.5,0.010187614294652137,Nurture
12370,51,4,2918.81,18.473481012658223,135,309,103.0,136.4506981099358,High,0,3.951243718581428,1.6094379124341005,7.979273824652131,2.969053591932272,4.923265293608439,4,5,3,12,345,Needs Attention,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.09046249995097909,Nurture
12371,60,1,1476.96,24.21245901639344,61,0,0.0,24.21245901639344,Mid,0,4.110873864173311,0.6931471805599453,7.298418037542462,3.2273382777517288,3.2273382777517288,1,4,3,8,314,Potential Loyalist,0.4037334,0.4037334,Medium,1,Low Value,0.5,0.01605209502716413,Nurture
12372,72,3,1196.04,24.408979591836733,33,224,112.0,118.1662107911658,High,0,4.290459441148391,1.3862943611198906,7.087607121875164,3.235102638786128,4.7805192479299565,3,4,2,9,234,At Risk,0.1869502,0.1869502,Low,0,Mid Value,0.15,0.07834046278965022,Nurture
12373,311,1,324.6,24.96923076923077,13,0,0.0,24.96923076923077,Mid,1,5.7430031878094825,0.6931471805599453,5.785669634128385,3.256912405260265,3.256912405260265,1,2,1,4,112,Lost,0.5413819,0.5413819,Medium,1,Low Value,0.5,0.016553810779463128,Nurture
12374,25,1,563.53,18.784333333333333,30,0,0.0,18.784333333333333,Low,0,3.258096538021482,0.6931471805599453,6.335993526553158,2.984890378709069,2.984890378709069,1,3,4,8,413,New Customer,0.4308645,0.4308645,Medium,1,Low Value,0.5,0.012453419269989845,Nurture
12375,11,2,377.5,25.166666666666668,13,87,87.0,62.33059360730594,Mid,0,2.4849066497880004,1.0986122886681098,5.936216072877503,3.264486336120253,4.148368523724675,2,2,5,9,522,New Customer,0.47576475,0.47576475,Medium,1,Low Value,0.5,0.04132321343348871,Nurture
12377,315,2,1548.12,20.37,71,39,39.0,45.093041095890406,Mid,1,5.755742213586912,1.0986122886681098,7.3454423067513295,3.0619880693310564,3.830661986241345,2,4,1,7,124,Hibernating,0.33915845,0.33915845,Medium,1,Low Value,0.5,0.029895260958210157,Nurture
12378,130,1,3660.74,17.59971153846154,208,0,0.0,17.59971153846154,Low,1,4.875197323201151,0.6931471805599453,8.205693723260024,2.923146071914031,2.923146071914031,1,5,2,8,215,Lost,0.32341373,0.32341373,Medium,1,Low Value,0.5,0.011668052463187742,Nurture
12379,82,2,736.44,19.903783783783787,37,88,88.0,49.405008515364685,Mid,0,4.418840607796598,1.0986122886681098,6.603184728972198,3.0399301848708937,3.920090545444779,2,3,2,7,223,Hibernating,0.38794044,0.38794044,Medium,1,Low Value,0.5,0.03275395906584858,Nurture
12380,22,4,1911.87,19.9153125,73,164,54.66666666666666,115.45425,High,0,3.1354942159291497,1.6094379124341005,7.556360011041222,3.040481546212136,4.757498492014739,4,5,4,13,445,Champion,0.2787683,0.2787683,Low,0,Mid Value,0.15,0.07654251850401356,Nurture
12381,5,5,1421.56,17.7695,68,115,28.75,116.84054794520549,High,0,1.791759469228055,1.791759469228055,7.260213344372829,2.932233211991082,4.769332422051961,4,4,5,13,544,Champion,0.25678796,0.25678796,Low,0,Mid Value,0.15,0.07746159022396294,Nurture
12383,185,5,1478.99,16.999885057471264,81,167,41.75,123.889573295544,High,1,5.225746673713202,1.791759469228055,7.299790609978577,2.890365372179735,4.827429933226864,4,4,1,9,144,At Risk,0.27463308,0.27463308,Low,1,Low Value,0.15,0.08213487122759465,Nurture
12384,29,2,388.62,16.896521739130435,23,92,92.0,42.31074210839786,Mid,0,3.4011973816621555,1.0986122886681098,5.965171905153058,2.8846063777151643,3.7684006898845817,2,2,4,8,422,New Customer,0.47103027,0.47103027,Medium,1,Low Value,0.5,0.0280506846716391,Nurture
12386,367,1,215.7,30.81428571428572,7,0,0.0,30.81428571428572,Mid,1,5.908082938168931,0.6931471805599453,5.378513908542313,3.459915425208009,3.459915425208009,1,2,1,4,112,Lost,0.5608065,0.5608065,Medium,1,Low Value,0.5,0.02042889745915525,Nurture
12388,16,6,2609.2000000000003,27.17916666666667,55,311,62.2,302.0238356164384,High,0,2.833213344056216,1.9459101490553128,7.867182125733428,3.338582934232949,5.713811467816195,5,5,4,14,455,Champion,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.20023225672787606,Nurture
12390,80,1,470.94,16.239310344827587,29,0,0.0,16.239310344827587,Low,0,4.394449154672439,0.6931471805599453,6.156851858861228,2.8471922612351417,2.8471922612351417,1,3,2,6,213,Lost,0.4506501,0.4506501,Medium,1,Low Value,0.5,0.01076614947099292,Nurture
12391,22,1,443.94,4.484242424242424,91,0,0.0,4.484242424242424,Low,0,3.1354942159291497,0.6931471805599453,6.097939441614988,1.701878966456507,1.701878966456507,1,3,4,8,413,New Customer,0.34383413,0.34383413,Medium,1,Low Value,0.5,0.0029729109905790247,Nurture
12393,72,4,1441.0,22.87301587301588,46,260,86.66666666666667,156.66449228093063,High,0,4.290459441148391,1.6094379124341005,7.273786317844895,3.1727487781182524,5.060469308698688,4,4,2,10,244,At Risk,0.14542913,0.14542913,Low,0,Mid Value,0.15,0.1038636065743359,Nurture
12394,64,2,590.08,26.821818181818184,22,153,153.0,76.12987297633873,Mid,0,4.174387269895637,1.0986122886681098,6.3819513720354335,3.3258205395652807,4.345490663067055,2,3,3,8,323,Potential Loyalist,0.4399281,0.4399281,Medium,1,Low Value,0.5,0.05047169949135358,Nurture
12395,19,12,1973.62,15.663650793650795,79,351,31.90909090909091,368.7180482713634,High,0,2.995732273553991,2.5649493574615367,7.588131253759703,2.813229748005227,5.912740683445511,5,5,4,14,455,Champion,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.24444841166587278,Nurture
12397,36,2,1915.55,16.372222222222224,103,99,99.0,41.62581430745815,Mid,0,3.610917912644224,1.0986122886681098,7.558281973705442,2.854872506567631,3.75246003940849,2,5,3,10,325,Potential Loyalist,0.30698347,0.30698347,Medium,0,Mid Value,0.5,0.027596599188624477,Nurture
12398,46,1,1435.66,17.091190476190476,84,0,0.0,17.091190476190476,Low,0,3.8501476017100575,0.6931471805599453,7.270076254047687,2.8954251057654377,2.8954251057654377,1,4,3,8,314,Potential Loyalist,0.34095693,0.34095693,Medium,1,Low Value,0.5,0.011330919072095049,Nurture
12399,119,4,778.65,16.567021276595746,42,142,47.333333333333336,92.04909355872924,High,1,4.787491742782046,1.6094379124341005,6.658845101030894,2.8660233531989388,4.533127241597816,4,4,2,10,244,At Risk,0.3252733,0.3252733,Medium,1,Low Value,0.5,0.06102563956715935,Nurture
12401,303,1,43.8,14.6,3,0,0.0,14.6,Low,1,5.717027701406222,0.6931471805599453,3.80220813942094,2.747270914255491,2.747270914255491,1,1,1,3,111,Lost,0.5898829,0.5898829,Medium,1,Low Value,0.5,0.009679338527239992,Nurture
12402,323,1,195.6,19.56,10,0,0.0,19.56,Low,1,5.780743515792329,0.6931471805599453,5.281171207713066,3.0233474405869645,3.0233474405869645,1,1,1,3,111,Lost,0.55668646,0.55668646,Medium,1,Low Value,0.5,0.012967661752932482,Nurture
12403,50,1,391.7,97.925,4,0,0.0,97.925,High,0,3.9318256327243257,0.6931471805599453,5.973045961583964,4.594361987271488,4.594361987271488,1,2,3,6,312,Lost,0.5535095,0.5535095,Medium,1,Low Value,0.5,0.064921179813697,Nurture
12405,149,1,1266.07,27.523260869565217,46,0,0.0,27.523260869565217,Mid,1,5.010635294096256,0.6931471805599453,7.144462427413775,3.35071992525022,3.35071992525022,1,4,2,7,214,Lost,0.40888262,0.40888262,Medium,1,Low Value,0.5,0.018247052008908183,Nurture
12406,22,2,3076.98,30.7698,88,161,161.0,88.68446465753425,High,0,3.1354942159291497,1.0986122886681098,8.032028816651918,3.458516153014521,4.496297561841547,2,5,4,11,425,New Customer,0.30173492,0.30173492,Medium,0,Mid Value,0.5,0.05879499695392635,Nurture
12407,50,5,1266.36,18.90089552238806,53,214,53.5,149.91258229400938,High,0,3.9318256327243257,1.791759469228055,7.144691275715969,2.9907647318429547,5.016700743967787,4,4,3,11,344,Needs Attention,0.20277774,0.20277774,Low,0,Mid Value,0.15,0.09938730366550964,Nurture
12408,33,5,1956.21,21.03451612903226,77,227,56.75,170.58128148475475,High,0,3.5263605246161616,1.791759469228055,7.579275268741789,3.0926101388530367,5.145057098847286,4,5,4,13,445,Champion,0.16708757,0.16708757,Low,0,Mid Value,0.15,0.11308999793844908,Nurture
12409,79,3,4101.91,89.17195652173913,41,103,51.5,343.00664919595,High,0,4.382026634673881,1.3862943611198906,8.319451757032219,4.501718475421463,5.840660986244589,3,5,2,10,235,At Risk,0.32888514,0.32888514,Medium,1,Low Value,0.5,0.22740256675766105,Nurture
12410,309,2,507.83,21.15958333333333,24,0,0.0,42.31916666666667,Mid,1,5.736572297479192,1.0986122886681098,6.232113972551858,3.098270059054898,3.768595185259551,2,3,1,6,123,Hibernating,0.5121682,0.5121682,Medium,1,Low Value,0.5,0.02805626988749021,Nurture
12412,75,3,1115.04,19.91142857142857,41,94,47.0,75.11790998043053,Mid,0,4.330733340286331,1.3862943611198906,7.017541984592843,3.0402958311177675,4.332283585146515,3,4,2,9,234,At Risk,0.32260793,0.32260793,Medium,1,Low Value,0.5,0.049800800010912784,Nurture
12413,67,3,656.15,18.74714285714285,27,270,135.0,97.8446771037182,High,0,4.219507705176107,1.3862943611198906,6.4879123029280175,2.983008815420953,4.593549699949442,3,3,3,9,333,Needs Attention,0.14565963,0.14565963,Low,0,Mid Value,0.15,0.06486792827228605,Nurture
12414,217,3,351.21000000000004,27.01615384615385,13,93,46.5,101.69916543730244,High,1,5.384495062789089,1.3862943611198906,5.86422758861758,3.3327812668959886,4.6318039906824335,3,2,1,6,132,Hibernating,0.47469532,0.47469532,Medium,1,Low Value,0.5,0.06742333220585173,Nurture
12415,25,11,11910.49,68.05994285714286,145,312,31.2,1388.6092998825832,High,0,3.258096538021482,2.4849066497880004,9.385258759478194,4.234974864523665,7.236777907393406,5,5,4,14,455,Champion,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.9206040750436465,Protect
12417,3,9,2647.5,16.242331288343557,143,354,44.25,287.956508950332,High,0,1.3862943611198906,2.302585092994046,7.881748720984581,2.847367481635368,5.666276188726832,5,5,5,15,555,Champion,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.19090606378441619,Nurture
12418,113,1,654.66,19.838181818181816,33,0,0.0,19.838181818181816,Low,1,4.736198448394496,0.6931471805599453,6.485642361901082,3.0367869682701825,3.0367869682701825,1,3,2,6,213,Lost,0.4087784,0.4087784,Medium,1,Low Value,0.5,0.013152087505693093,Nurture
12420,64,1,523.5,20.94,25,0,0.0,20.94,Low,0,4.174387269895637,0.6931471805599453,6.262445427836352,3.088311454847084,3.088311454847084,1,3,3,7,313,Potential Loyalist,0.51154494,0.51154494,Medium,1,Low Value,0.5,0.013882558134274345,Nurture
12421,16,4,607.57,15.57871794871795,30,303,101.0,114.0447516684229,High,0,2.833213344056216,1.6094379124341005,6.411111942787508,2.8081198215496084,4.745321197608802,4,3,4,11,443,Loyal Customer,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.07560806566121117,Nurture
12422,96,3,645.3100000000001,17.440810810810813,37,229,114.5,85.14938319141059,Mid,1,4.574710978503383,1.3862943611198906,6.47127926483985,2.9145661873792923,4.456082803243265,3,3,2,8,233,At Risk,0.20191988,0.20191988,Low,0,Mid Value,0.15,0.05645134967776315,Nurture
12423,1,8,1587.91,13.9290350877193,93,352,50.285714285714285,218.895740447008,High,0,0.6931471805599453,2.19722457733622,7.3708035255367985,2.70330798037476,5.393153526963866,5,4,5,14,554,Champion,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.1451209571203733,Nurture
12424,163,2,1148.72,44.18153846153847,26,0,0.0,88.36307692307693,High,1,5.099866427824199,1.0986122886681098,7.047273713450783,3.810688562286988,4.492707587058444,2,4,2,8,224,Hibernating,0.5012568,0.5012568,Medium,1,Low Value,0.5,0.058581927044315724,Nurture
12425,78,1,631.7,19.142424242424244,33,0,0.0,19.142424242424244,Low,0,4.3694478524670215,0.6931471805599453,6.449996376152838,3.002828249581056,3.002828249581056,1,3,2,6,213,Lost,0.40648195,0.40648195,Medium,1,Low Value,0.5,0.012690822224278754,Nurture
12426,195,1,493.78,17.635,28,0,0.0,17.635,Low,1,5.278114659230517,0.6931471805599453,6.20411321932954,2.9250415329312216,2.9250415329312216,1,3,1,5,113,Lost,0.5110217,0.5110217,Medium,1,Low Value,0.5,0.011691447597799814,Nurture
12427,22,3,639.32,23.67851851851852,24,349,174.5,138.95722374429224,High,0,3.1354942159291497,1.3862943611198906,6.461968051395369,3.205933169622756,4.94133683123739,3,3,4,10,433,Loyal Customer,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.09212424722098875,Nurture
12428,26,8,5932.4,21.494202898550725,247,257,36.71428571428572,293.02781814572165,High,0,3.295836866004329,2.19722457733622,8.688352683504,3.1132576270598795,5.683674382405806,5,5,4,14,455,Champion,0.090919,0.090919,Low,0,Mid Value,0.15,0.19426818148842176,Nurture
12429,9,4,2810.34,32.30275862068966,74,356,118.66666666666669,255.2360434577232,High,0,2.302585092994046,1.6094379124341005,7.941416516989627,3.5056402350173856,5.546099064414144,4,5,5,14,545,Champion,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.16921342938223569,Nurture
12430,43,1,168.6,18.73333333333333,9,0,0.0,18.73333333333333,Low,0,3.784189633918261,0.6931471805599453,5.133442723357803,2.9823092532218505,2.9823092532218505,1,1,3,5,311,Lost,0.5738526,0.5738526,Medium,1,Low Value,0.5,0.012419607881983732,Nurture
12431,60,13,4681.76,20.807822222222224,159,313,26.08333333333333,502.46615086758,High,0,4.110873864173311,2.6390573296152584,8.451642958671025,3.082268722968557,6.221516482227594,5,5,3,13,355,Needs Attention,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.3331191762141472,Nurture
12432,43,4,2950.36,32.781777777777776,89,129,43.0,177.47066544901065,High,0,3.784189633918261,1.6094379124341005,7.990021360047354,3.5199215381114146,5.184424248493295,4,5,3,12,345,Needs Attention,0.24862193,0.24862193,Low,0,Mid Value,0.15,0.11765744174900877,Nurture
12433,1,7,9450.37,27.795205882352946,198,372,62.0,392.8642935535858,High,0,0.6931471805599453,2.079441541679836,9.153914983525114,3.3602089108671933,5.976006417362288,5,5,5,15,555,Champion,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.26045660908014695,Nurture
12434,85,2,806.14,16.122799999999998,46,175,175.0,47.70581917808218,Mid,0,4.454347296253507,1.0986122886681098,6.6934971352559,2.8404109087423928,3.8857985132598416,2,4,2,8,224,Hibernating,0.31460252,0.31460252,Medium,1,Low Value,0.5,0.031627450242736665,Nurture
12435,80,2,1447.8000000000002,160.86666666666667,9,188,188.0,487.4480365296804,High,0,4.394449154672439,1.0986122886681098,7.278490906569203,5.086772951077179,6.1912330922929,2,4,2,8,224,Hibernating,0.32858476,0.32858476,Medium,1,Low Value,0.5,0.3231626410965221,Nurture
12436,100,1,429.01,28.600666666666665,15,0,0.0,28.600666666666665,Mid,1,4.61512051684126,0.6931471805599453,6.063808464231149,3.387796883598909,3.387796883598909,1,3,2,6,213,Lost,0.5405451,0.5405451,Medium,1,Low Value,0.5,0.01896133799804214,Nurture
12437,2,18,3796.74,22.46591715976331,113,329,19.352941176470587,768.8883209856529,High,0,1.0986122886681098,2.9444389791664403,8.242161431946263,3.155549034771188,6.646245466647778,5,5,5,15,555,Champion,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.5097486540041986,Protect
12438,14,2,2400.2200000000003,25.80881720430108,81,125,125.0,69.29490646634262,Mid,0,2.70805020110221,1.0986122886681098,7.78373222051175,3.288730833568614,4.252699341943357,2,5,5,12,525,New Customer,0.35855937,0.35855937,Medium,0,Mid Value,0.5,0.045940332732956286,Nurture
12441,367,1,155.55,15.555,10,0,0.0,15.555,Low,1,5.908082938168931,0.6931471805599453,5.053375447772415,2.8066881709992098,2.8066881709992098,1,1,1,3,111,Lost,0.5757811,0.5757811,Medium,1,Low Value,0.5,0.010312473341864251,Nurture
12442,3,1,144.06,13.096363636363636,11,0,0.0,13.096363636363636,Low,0,1.3862943611198906,0.6931471805599453,4.977147449935266,2.6459168659924424,2.6459168659924424,1,1,5,7,511,New Customer,0.5756997,0.5756997,Medium,1,Low Value,0.5,0.00868247514467119,Nurture
12444,21,5,3243.11,21.33625,125,149,37.25,150.23058219178083,High,0,3.091042453358316,1.791759469228055,8.084596323415038,3.106210919210734,5.018805706466148,4,5,4,13,445,Champion,0.23962815,0.23962815,Low,0,Mid Value,0.15,0.09959812754647934,Nurture
12445,22,1,77.4,25.8,3,0,0.0,25.8,Mid,0,3.1354942159291497,0.6931471805599453,4.361823927356363,3.288401887516811,3.288401887516811,1,1,4,6,411,New Customer,0.58209944,0.58209944,Medium,1,Low Value,0.5,0.017104584520739163,Nurture
12446,58,1,857.66,16.49346153846154,52,0,0.0,16.49346153846154,Low,0,4.07753744390572,0.6931471805599453,6.755373034550839,2.8618271847401178,2.8618271847401178,1,4,3,8,314,Potential Loyalist,0.39732876,0.39732876,Medium,1,Low Value,0.5,0.010934643679231627,Nurture
12447,243,1,431.49,17.2596,25,0,0.0,17.2596,Low,1,5.497168225293202,0.6931471805599453,6.069559204717347,2.9046909691218485,2.9046909691218485,1,3,1,5,113,Lost,0.5289029,0.5289029,Medium,1,Low Value,0.5,0.011442569263339133,Nurture
12448,44,1,300.45,15.0225,20,0,0.0,15.0225,Low,0,3.80666248977032,0.6931471805599453,5.708604164935415,2.773993984396245,2.773993984396245,1,2,3,6,312,Lost,0.5445325,0.5445325,Medium,1,Low Value,0.5,0.009959442672976904,Nurture
12449,22,4,3596.29,19.231497326203208,117,164,54.66666666666666,111.48999545820818,High,0,3.1354942159291497,1.6094379124341005,8.187936063186958,3.007240663576765,4.722864288429662,4,5,4,13,445,Champion,0.23775297,0.23775297,Low,0,Mid Value,0.15,0.07391434304386618,Nurture
12450,156,2,197.88,24.735,7,17,17.0,51.77408219178081,Mid,1,5.056245805348308,1.0986122886681098,5.292701627762401,3.2478519331047178,3.966020202617377,2,1,2,5,221,Hibernating,0.46229944,0.46229944,Medium,1,Low Value,0.5,0.03432458003228726,Nurture
12451,11,5,7338.24,23.003887147335423,245,313,78.25,213.65254090264955,High,0,2.4849066497880004,1.791759469228055,8.900990574013361,3.178215781705426,5.369020632022588,4,5,5,14,545,Champion,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.14164488154806398,Nurture
12452,17,1,350.57,16.693809523809524,21,0,0.0,16.693809523809524,Low,0,2.8903717578961645,0.6931471805599453,5.862408837938621,2.8732148339873995,2.8732148339873995,1,2,4,7,412,New Customer,0.53393996,0.53393996,Medium,1,Low Value,0.5,0.011067468060973659,Nurture
12453,134,1,707.09,16.443953488372095,43,0,0.0,16.443953488372095,Low,1,4.90527477843843,0.6931471805599453,6.562571204258897,2.85899308363737,2.85899308363737,1,3,2,6,213,Lost,0.39544424,0.39544424,Medium,1,Low Value,0.5,0.010901821406859075,Nurture
12454,56,1,793.0,158.6,5,0,0.0,158.6,High,0,4.04305126783455,0.6931471805599453,6.677083461247136,5.072670685015709,5.072670685015709,1,4,3,8,314,Potential Loyalist,0.52708465,0.52708465,Medium,1,Low Value,0.5,0.10514678701508648,Nurture
12455,73,5,1433.06,20.768985507246377,68,223,55.75,167.28991066110785,High,0,4.30406509320417,1.791759469228055,7.268264861288439,3.0804862736666543,5.125688150862091,4,4,2,10,244,At Risk,0.16312455,0.16312455,Low,0,Mid Value,0.15,0.11090792311510941,Nurture
12456,44,3,2419.32,20.67794871794872,100,210,105.0,97.7245521601686,High,0,3.80666248977032,1.3862943611198906,7.791655041813889,3.0762955557642595,4.59233367092711,3,5,3,11,335,Needs Attention,0.21911488,0.21911488,Low,0,Mid Value,0.15,0.06478828923158864,Nurture
12457,66,4,1549.63,28.696851851851854,49,172,57.333333333333336,168.8790076103501,High,0,4.204692619390966,1.6094379124341005,7.346416578947114,3.391041041936296,5.135086463718272,4,4,3,11,344,Needs Attention,0.29101655,0.29101655,Low,0,Mid Value,0.15,0.11196144416472038,Nurture
12458,71,2,772.28,22.065142857142856,33,213,213.0,69.8830277886497,Mid,0,4.276666119016055,1.0986122886681098,6.650641208096774,3.1383225106668595,4.261031022492965,2,4,3,9,324,Potential Loyalist,0.2596798,0.2596798,Low,0,Mid Value,0.15,0.04633023858046986,Nurture
12461,155,1,626.88,18.43764705882353,34,0,0.0,18.43764705882353,Low,1,5.049856007249537,0.6931471805599453,6.442349065407006,2.9672117556380884,2.9672117556380884,1,3,2,6,213,Lost,0.40269348,0.40269348,Medium,1,Low Value,0.5,0.012223577227953678,Nurture
12462,19,2,874.65,15.61875,47,284,284.0,55.542842465753424,Mid,0,2.995732273553991,1.0986122886681098,6.774966467718674,2.810531576009193,4.034998624538267,2,4,4,10,424,New Customer,0.047957167,0.047957167,Low,0,Mid Value,0.15,0.036823148971999224,Nurture
12463,53,4,1175.28,15.263376623376622,63,188,62.66666666666666,92.50024408468244,High,0,3.9889840465642745,1.6094379124341005,7.070112195356495,2.788915746974701,4.537964046822597,4,4,3,11,344,Needs Attention,0.24892236,0.24892236,Low,0,Mid Value,0.15,0.06132473810602533,Nurture
12464,10,7,212.5,19.318181818181817,3,299,49.833333333333336,246.0024906600249,High,0,2.3978952727983707,2.079441541679836,5.363636832668679,3.0115161412552527,5.509398420220963,5,2,5,12,552,Loyal Customer,0.05130158,0.05130158,Low,0,Mid Value,0.15,0.16309187572894351,Nurture
12465,17,2,641.39,14.577045454545454,44,152,152.0,41.294972602739726,Mid,0,2.8903717578961645,1.0986122886681098,6.465195595886235,2.745798385395386,3.744668227989832,2,3,4,9,423,New Customer,0.38482854,0.38482854,Medium,1,Low Value,0.5,0.027377261595549218,Nurture
