CustomerID,Recency,Frequency,Monetary,AOV,UniqueProducts,Lifespan,AvgDaysBetweenOrders,CLTV,CLTV_Tier,Churned,Log_Recency,Log_Frequency,Log_Monetary,Log_AOV,Log_CLTV
12380,22,4,1911.8700000000001,19.915312500000002,73,164,54.666666666666664,115.45425,High,0,3.1354942159291497,1.6094379124341003,7.556360011041222,3.0404815462121357,4.757498492014739
12381,5,5,1421.56,17.7695,68,115,28.75,116.84054794520547,High,0,1.791759469228055,1.791759469228055,7.260213344372829,2.932233211991082,4.769332422051961
12383,185,5,1478.99,16.999885057471264,81,167,41.75,123.889573295544,High,1,5.225746673713202,1.791759469228055,7.299790609978577,2.890365372179735,4.827429933226864
12384,29,2,388.62,16.896521739130435,23,92,92.0,42.31074210839786,Mid,0,3.4011973816621555,1.0986122886681098,5.965171905153058,2.8846063777151643,3.7684006898845817
12386,367,1,215.70000000000002,30.814285714285717,7,0,0.0,30.814285714285717,Mid,1,5.908082938168931,0.6931471805599453,5.378513908542313,3.459915425208009,3.459915425208009
12388,16,6,2609.2000000000003,27.17916666666667,55,311,62.2,302.02383561643836,High,0,2.833213344056216,1.9459101490553132,7.867182125733428,3.338582934232949,5.713811467816195
12390,80,1,470.94,16.239310344827587,29,0,0.0,16.239310344827587,Low,0,4.394449154672439,0.6931471805599453,6.156851858861228,2.8471922612351417,2.8471922612351417
12391,22,1,443.94,4.484242424242424,91,0,0.0,4.484242424242424,Low,0,3.1354942159291497,0.6931471805599453,6.0979394416149875,1.701878966456507,1.701878966456507
12393,72,4,1441.0,22.873015873015873,46,260,86.66666666666667,156.66449228093063,High,0,4.290459441148391,1.6094379124341003,7.273786317844895,3.1727487781182524,5.060469308698688
12394,64,2,590.08,26.821818181818184,22,153,153.0,76.12987297633873,Mid,0,4.174387269895637,1.0986122886681098,6.3819513720354335,3.3258205395652807,4.345490663067055
12395,19,12,1973.6200000000001,15.663650793650795,79,351,31.90909090909091,368.7180482713634,High,0,2.995732273553991,2.5649493574615367,7.588131253759703,2.813229748005227,5.912740683445511
12397,36,2,1915.55,16.372222222222224,103,99,99.0,41.62581430745815,Mid,0,3.6109179126442243,1.0986122886681098,7.558281973705442,2.854872506567631,3.75246003940849
12398,46,1,1435.66,17.091190476190476,84,0,0.0,17.091190476190476,Low,0,3.8501476017100584,0.6931471805599453,7.270076254047687,2.8954251057654377,2.8954251057654377
12399,119,4,778.65,16.567021276595746,42,142,47.333333333333336,92.04909355872924,High,1,4.787491742782046,1.6094379124341003,6.658845101030894,2.8660233531989388,4.533127241597816
12401,303,1,43.8,14.6,3,0,0.0,14.6,Low,1,5.717027701406222,0.6931471805599453,3.8022081394209395,2.747270914255491,2.747270914255491
12402,323,1,195.6,19.56,10,0,0.0,19.56,Low,1,5.780743515792329,0.6931471805599453,5.281171207713066,3.0233474405869645,3.0233474405869645
12403,50,1,391.7,97.925,4,0,0.0,97.925,High,0,3.9318256327243257,0.6931471805599453,5.9730459615839635,4.594361987271488,4.594361987271488
12405,149,1,1266.07,27.523260869565217,46,0,0.0,27.523260869565217,Mid,1,5.0106352940962555,0.6931471805599453,7.1444624274137745,3.35071992525022,3.35071992525022
12406,22,2,3076.98,30.7698,88,161,161.0,88.68446465753425,High,0,3.1354942159291497,1.0986122886681098,8.032028816651918,3.458516153014521,4.496297561841547
12407,50,5,1266.36,18.90089552238806,53,214,53.5,149.91258229400938,High,0,3.9318256327243257,1.791759469228055,7.144691275715969,2.9907647318429547,5.016700743967787
12408,33,5,1956.21,21.03451612903226,77,227,56.75,170.58128148475475,High,0,3.5263605246161616,1.791759469228055,7.579275268741789,3.0926101388530367,5.145057098847286
12409,79,3,4101.91,89.17195652173913,41,103,51.5,343.00664919595,High,0,4.382026634673881,1.3862943611198906,8.319451757032219,4.501718475421463,5.840660986244589
12410,309,2,507.83,21.159583333333334,24,0,0.0,42.31916666666667,Mid,1,5.736572297479192,1.0986122886681098,6.232113972551858,3.098270059054898,3.7685951852595507
12412,75,3,1115.04,19.91142857142857,41,94,47.0,75.11790998043053,Mid,0,4.330733340286331,1.3862943611198906,7.017541984592843,3.0402958311177675,4.332283585146515
12413,67,3,656.15,18.747142857142858,27,270,135.0,97.8446771037182,High,0,4.219507705176107,1.3862943611198906,6.4879123029280175,2.983008815420953,4.593549699949442
12414,217,3,351.21000000000004,27.01615384615385,13,93,46.5,101.69916543730243,High,1,5.384495062789089,1.3862943611198906,5.86422758861758,3.3327812668959886,4.6318039906824335
12415,25,11,11910.49,68.05994285714286,145,312,31.2,1388.6092998825832,High,0,3.258096538021482,2.4849066497880004,9.385258759478194,4.234974864523665,7.236777907393406
12417,3,9,2647.5,16.242331288343557,143,354,44.25,287.95650895033197,High,0,1.3862943611198906,2.302585092994046,7.881748720984581,2.8473674816353673,5.666276188726832
12418,113,1,654.66,19.838181818181816,33,0,0.0,19.838181818181816,Low,1,4.736198448394496,0.6931471805599453,6.485642361901082,3.0367869682701825,3.0367869682701825
12420,64,1,523.5,20.94,25,0,0.0,20.94,Low,0,4.174387269895637,0.6931471805599453,6.262445427836352,3.088311454847084,3.088311454847084
12421,16,4,607.57,15.57871794871795,30,303,101.0,114.0447516684229,High,0,2.833213344056216,1.6094379124341003,6.411111942787508,2.8081198215496084,4.745321197608802
12422,96,3,645.3100000000001,17.440810810810813,37,229,114.5,85.14938319141059,Mid,1,4.574710978503383,1.3862943611198906,6.47127926483985,2.9145661873792923,4.456082803243265
12423,1,8,1587.91,13.9290350877193,93,352,50.285714285714285,218.89574044700794,High,0,0.6931471805599453,2.1972245773362196,7.3708035255367985,2.7033079803747597,5.393153526963866
12424,163,2,1148.72,44.181538461538466,26,0,0.0,88.36307692307693,High,1,5.099866427824199,1.0986122886681098,7.047273713450783,3.8106885622869875,4.492707587058444
12425,78,1,631.7,19.142424242424244,33,0,0.0,19.142424242424244,Low,0,4.3694478524670215,0.6931471805599453,6.449996376152838,3.002828249581056,3.002828249581056
12426,195,1,493.78000000000003,17.635,28,0,0.0,17.635,Low,1,5.278114659230517,0.6931471805599453,6.20411321932954,2.9250415329312216,2.9250415329312216
12427,22,3,639.32,23.67851851851852,24,349,174.5,138.95722374429224,High,0,3.1354942159291497,1.3862943611198906,6.461968051395369,3.205933169622756,4.94133683123739
12428,26,8,5932.4,21.494202898550725,247,257,36.714285714285715,293.02781814572165,High,0,3.295836866004329,2.1972245773362196,8.688352683504,3.1132576270598795,5.683674382405806
12429,9,4,2810.34,32.30275862068966,74,356,118.66666666666667,255.2360434577232,High,0,2.302585092994046,1.6094379124341003,7.941416516989627,3.5056402350173856,5.546099064414144
12430,43,1,168.6,18.733333333333334,9,0,0.0,18.733333333333334,Low,0,3.784189633918261,0.6931471805599453,5.133442723357803,2.9823092532218505,2.9823092532218505
12431,60,13,4681.76,20.807822222222224,159,313,26.083333333333332,502.46615086758,High,0,4.110873864173311,2.6390573296152584,8.451642958671025,3.082268722968557,6.221516482227594
12432,43,4,2950.36,32.781777777777776,89,129,43.0,177.47066544901065,High,0,3.784189633918261,1.6094379124341003,7.990021360047354,3.5199215381114146,5.184424248493295
12433,1,7,9450.37,27.795205882352942,198,372,62.0,392.8642935535858,High,0,0.6931471805599453,2.0794415416798357,9.153914983525114,3.3602089108671933,5.976006417362288
12434,85,2,806.14,16.122799999999998,46,175,175.0,47.70581917808218,Mid,0,4.454347296253507,1.0986122886681098,6.6934971352559,2.8404109087423928,3.8857985132598416
12435,80,2,1447.8000000000002,160.86666666666667,9,188,188.0,487.4480365296804,High,0,4.394449154672439,1.0986122886681098,7.278490906569203,5.086772951077179,6.1912330922929
12436,100,1,429.01,28.600666666666665,15,0,0.0,28.600666666666665,Mid,1,4.61512051684126,0.6931471805599453,6.063808464231149,3.387796883598909,3.387796883598909
12437,2,18,3796.74,22.46591715976331,113,329,19.352941176470587,768.8883209856529,High,0,1.0986122886681098,2.9444389791664403,8.242161431946263,3.155549034771188,6.646245466647778
12438,14,2,2400.2200000000003,25.80881720430108,81,125,125.0,69.29490646634262,Mid,0,2.70805020110221,1.0986122886681098,7.78373222051175,3.288730833568614,4.252699341943357
12441,367,1,155.55,15.555000000000001,10,0,0.0,15.555000000000001,Low,1,5.908082938168931,0.6931471805599453,5.053375447772415,2.8066881709992098,2.8066881709992098
12442,3,1,144.06,13.096363636363636,11,0,0.0,13.096363636363636,Low,0,1.3862943611198906,0.6931471805599453,4.977147449935266,2.6459168659924424,2.6459168659924424
12444,21,5,3243.11,21.33625,125,149,37.25,150.23058219178083,High,0,3.091042453358316,1.791759469228055,8.084596323415038,3.106210919210734,5.018805706466148
12445,22,1,77.4,25.8,3,0,0.0,25.8,Mid,0,3.1354942159291497,0.6931471805599453,4.361823927356363,3.288401887516811,3.288401887516811
12446,58,1,857.66,16.49346153846154,52,0,0.0,16.49346153846154,Low,0,4.07753744390572,0.6931471805599453,6.755373034550839,2.8618271847401178,2.8618271847401178
12447,243,1,431.49,17.2596,25,0,0.0,17.2596,Low,1,5.497168225293202,0.6931471805599453,6.069559204717347,2.9046909691218485,2.9046909691218485
12448,44,1,300.45,15.022499999999999,20,0,0.0,15.022499999999999,Low,0,3.8066624897703196,0.6931471805599453,5.708604164935415,2.773993984396245,2.773993984396245
12449,22,4,3596.29,19.231497326203208,117,164,54.666666666666664,111.48999545820818,High,0,3.1354942159291497,1.6094379124341003,8.187936063186958,3.0072406635767646,4.722864288429662
12450,156,2,197.88,24.735,7,17,17.0,51.77408219178081,Mid,1,5.056245805348308,1.0986122886681098,5.292701627762401,3.2478519331047178,3.966020202617377
12451,11,5,7338.24,23.003887147335423,245,313,78.25,213.65254090264955,High,0,2.4849066497880004,1.791759469228055,8.900990574013361,3.178215781705426,5.369020632022588
12452,17,1,350.57,16.693809523809524,21,0,0.0,16.693809523809524,Low,0,2.8903717578961645,0.6931471805599453,5.862408837938621,2.8732148339873995,2.8732148339873995
12453,134,1,707.09,16.443953488372095,43,0,0.0,16.443953488372095,Low,1,4.90527477843843,0.6931471805599453,6.562571204258897,2.85899308363737,2.85899308363737
12454,56,1,793.0,158.6,5,0,0.0,158.6,High,0,4.04305126783455,0.6931471805599453,6.677083461247136,5.072670685015709,5.072670685015709
12455,73,5,1433.06,20.768985507246377,68,223,55.75,167.28991066110783,High,0,4.30406509320417,1.791759469228055,7.268264861288439,3.0804862736666543,5.125688150862091
12456,44,3,2419.32,20.67794871794872,100,210,105.0,97.72455216016861,High,0,3.8066624897703196,1.3862943611198906,7.791655041813889,3.0762955557642595,4.59233367092711
12457,66,4,1549.63,28.696851851851854,49,172,57.333333333333336,168.8790076103501,High,0,4.204692619390966,1.6094379124341003,7.346416578947114,3.3910410419362957,5.135086463718272
12458,71,2,772.28,22.065142857142856,33,213,213.0,69.8830277886497,Mid,0,4.276666119016055,1.0986122886681098,6.650641208096774,3.1383225106668595,4.261031022492965
12461,155,1,626.88,18.43764705882353,34,0,0.0,18.43764705882353,Low,1,5.049856007249537,0.6931471805599453,6.442349065407006,2.9672117556380884,2.9672117556380884
12462,19,2,874.65,15.61875,47,284,284.0,55.542842465753424,Mid,0,2.995732273553991,1.0986122886681098,6.774966467718674,2.810531576009193,4.034998624538267
12463,53,4,1175.28,15.263376623376622,63,188,62.666666666666664,92.50024408468244,High,0,3.9889840465642745,1.6094379124341003,7.0701121953564945,2.788915746974701,4.537964046822597
12464,10,7,212.5,19.318181818181817,3,299,49.833333333333336,246.0024906600249,High,0,2.3978952727983707,2.0794415416798357,5.363636832668679,3.0115161412552527,5.509398420220963
12465,17,2,641.39,14.577045454545454,44,152,152.0,41.294972602739726,Mid,0,2.8903717578961645,1.0986122886681098,6.465195595886235,2.745798385395386,3.744668227989832
12468,188,2,619.2900000000001,17.694000000000003,34,128,128.0,47.79803835616438,Mid,1,5.241747015059643,1.0986122886681098,6.430187110617461,2.928202616760392,3.887690114431573
12471,2,27,12481.48,31.281904761904762,143,362,13.923076923076923,1682.2808454011745,High,0,1.0986122886681098,3.332204510175204,9.43208134013034,3.4745068491548263,7.428500052165362
12472,32,7,5547.43,17.228043478260872,215,336,56.0,231.61098451459205,High,0,3.4965075614664802,2.0794415416798357,8.621270283838687,2.902961258644615,5.449367463881765
12473,54,3,2306.66,15.377733333333332,128,138,69.0,63.575341369863004,Mid,0,4.007333185232471,1.3862943611198906,7.743989303084755,2.7959226887111286,4.16783262537696
12474,17,18,6515.92,16.496,244,312,18.352941176470587,550.7404273972603,High,0,2.8903717578961645,2.9444389791664403,8.782157150670109,2.8619722833744667,6.313077695457134
12475,54,1,635.14,19.246666666666666,33,0,0.0,19.246666666666666,Low,0,4.007333185232471,0.6931471805599453,6.45541866490216,3.007990170949493,3.007990170949493
12476,16,10,4718.13,23.473283582089554,161,345,38.333333333333336,456.60359844612555,High,0,2.833213344056216,2.3978952727983707,8.45937973955631,3.197582056522847,6.1260033037718316
12477,23,6,11054.94,38.92584507042254,185,278,55.6,411.44085008682237,High,0,3.1780538303479458,1.9459101490553132,9.310723119075215,3.687023860324723,6.022092801763956
12478,4,1,545.99,15.599714285714287,35,0,0.0,15.599714285714287,Low,0,1.6094379124341003,0.6931471805599453,6.304430520719223,2.8093854835104155,2.8093854835104155
12479,11,1,473.2,15.773333333333333,30,0,0.0,15.773333333333333,Low,0,2.4849066497880004,0.6931471805599453,6.161629173631305,2.8197903237240753,2.8197903237240753
12480,28,4,2396.54,16.877042253521125,123,307,102.33333333333333,124.28901254099941,High,0,3.367295829986474,1.6094379124341003,7.782198490664297,2.8835173339990527,4.8306231688392165
12481,23,10,3836.0,20.735135135135135,133,342,38.0,401.636727138097,High,0,3.1780538303479458,2.3978952727983707,8.252446090246952,3.078930081818949,5.9980347339284545
12483,17,8,1736.74,26.719076923076923,44,322,46.0,402.3234158061117,High,0,2.8903717578961645,2.1972245773362196,7.46034069739635,3.322120873733944,5.999738760709898
12484,35,4,3684.8,11.032335329341318,248,301,100.33333333333333,80.52093511606924,Mid,0,3.58351893845611,1.6094379124341003,8.212242877397937,2.4875976366114587,4.400859859850509
12488,10,3,1075.16,20.67615384615385,43,65,32.5,73.07462592202319,Mid,0,2.3978952727983707,1.3862943611198906,6.981154428551905,3.076212755212997,4.305073043457315
12489,336,1,267.03000000000003,20.540769230769232,13,0,0.0,20.540769230769232,Low,1,5.820082930352362,0.6931471805599453,5.591098914544516,3.06994738282547,3.06994738282547
12490,5,10,4503.01,19.493549783549785,128,324,36.0,367.9741315305699,High,0,1.791759469228055,2.3978952727983707,8.412723390065729,3.0201101919284428,5.910726537329911
12491,39,1,377.6,15.733333333333334,24,0,0.0,15.733333333333334,Low,0,3.6888794541139363,0.6931471805599453,5.936480238775222,2.817402738029574,2.817402738029574
12492,63,2,227.21,12.622777777777777,18,42,42.0,28.150523592085236,Mid,0,4.1588830833596715,1.0986122886681098,5.43026625767732,2.6117432283685442,3.372472874627819
12493,166,2,362.79,19.09421052631579,17,31,31.0,41.43182119682769,Mid,1,5.117993812416755,1.0986122886681098,5.896576778075664,3.000431740058782,3.747898580678852
12494,16,7,1084.1,15.269014084507042,62,349,58.166666666666664,209.08091066949643,High,0,2.833213344056216,2.0794415416798357,6.989427427626162,2.789262322253319,5.347492745415123
12497,82,1,20.4,20.4,1,0,0.0,20.4,Low,0,4.418840607796598,0.6931471805599453,3.0633909220278057,3.0633909220278057,3.0633909220278057
12498,21,3,349.70000000000005,16.652380952380955,20,36,18.0,54.8844227005871,Mid,0,3.091042453358316,1.3862943611198906,5.859931157146132,2.8708706724332638,4.023285677652468
12500,50,8,591.69,20.403103448275864,27,284,40.57142857142857,290.22715918752954,High,0,3.9318256327243257,2.1972245773362196,6.384671496709499,3.063535932460755,5.674103578414179
12501,337,1,1986.72,13.70151724137931,145,0,0.0,13.70151724137931,Low,1,5.823045895483019,0.6931471805599453,7.594743532226499,2.687950702157796,2.687950702157796
12502,96,5,2364.42,18.61748031496063,92,214,53.5,147.6646726350987,High,1,4.574710978503383,1.791759469228055,7.7687108750108305,2.9764210215761757,5.001693250493608
12504,18,2,415.29999999999995,59.32857142857142,5,12,12.0,122.55819960861056,High,0,2.9444389791664403,1.0986122886681098,6.03140615420093,4.0998058128845845,4.816712296955315
12506,233,1,73.5,3.1956521739130435,23,0,0.0,3.1956521739130435,Low,1,5.455321115357702,0.6931471805599453,4.310799125385514,1.4340487924157905,1.4340487924157905
12507,156,2,388.75,32.395833333333336,11,143,143.0,90.175799086758,High,1,5.056245805348308,1.0986122886681098,5.965505507937886,3.5084311417016623,4.512789500975043
12508,26,2,398.27,5.772028985507246,57,2,2.0,11.607313083184435,Low,0,3.295836866004329,1.0986122886681098,5.989637879766574,1.9128007444606725,2.534277049015844
12509,284,1,158.5,26.416666666666668,6,0,0.0,26.416666666666668,Mid,1,5.652489180268651,0.6931471805599453,5.072043922224899,3.3111511009773715,3.3111511009773715
12510,143,2,651.85,21.728333333333335,28,182,182.0,65.1254703196347,Mid,1,4.969813299576001,1.0986122886681098,6.481347393854048,3.1236123106416875,4.191554002737437
12512,66,2,138.03,4.059705882352941,31,0,0.0,8.119411764705882,Low,0,4.204692619390966,1.0986122886681098,4.9346897371814515,1.6213083555927865,2.2104053025220547
12513,113,1,520.04,15.758787878787878,33,0,0.0,15.758787878787878,Low,1,4.736198448394496,0.6931471805599453,6.255826814238146,2.8189227701705293,2.8189227701705293
12514,267,1,966.6800000000001,19.728163265306122,49,0,0.0,19.728163265306122,Low,1,5.5909869805108565,0.6931471805599453,6.8749014541110585,3.031493319787363,3.031493319787363
12515,353,1,227.7,17.515384615384615,13,0,0.0,17.515384615384615,Low,1,5.869296913133774,0.6931471805599453,5.432411101028736,2.9186019873274893,2.9186019873274893
12516,78,2,512.48,34.165333333333336,12,102,102.0,87.42581187214613,High,0,4.3694478524670215,1.0986122886681098,6.2412110802167255,3.560060748837288,4.482163916526875
12517,28,4,2322.84,8.266334519572954,231,161,53.666666666666664,47.65032281967533,Mid,0,3.367295829986474,1.6094379124341003,7.750976268785917,2.2263878881745467,3.8846584441634486
12518,1,5,1840.89,15.46966386554622,83,109,27.25,100.44685852423163,High,0,0.6931471805599453,1.791759469228055,7.518547497333925,2.8015201350891306,4.619535100038128
12519,64,1,286.84000000000003,16.87294117647059,16,0,0.0,16.87294117647059,Low,0,4.174387269895637,0.6931471805599453,5.662404770202223,2.88328790300776,2.88328790300776
12520,79,5,2252.81,15.753916083916083,118,194,48.5,120.63615193026152,High,0,4.382026634673881,1.791759469228055,7.720377396459333,2.8186320269997283,4.801034227404639
12521,143,1,530.73,14.7425,36,0,0.0,14.7425,Low,1,4.969813299576001,0.6931471805599453,6.276135841713396,2.7563640613807605,2.7563640613807605
12522,39,2,152.72,16.968888888888888,9,12,12.0,35.053540334855406,Mid,0,3.6888794541139363,1.0986122886681098,5.035132765696643,2.8886418674363505,3.585005065146362
12523,19,11,1536.16,16.517849462365593,75,312,31.2,337.00938341434676,High,0,2.995732273553991,2.4849066497880004,7.337691837014631,2.863220330392272,5.823073656678581
12524,9,8,2405.15,22.26990740740741,89,324,46.285714285714285,336.30610857432777,High,0,2.302585092994046,2.1972245773362196,7.78578323873096,3.1471609982520254,5.8209908521150835
12526,1,3,1122.16,17.002424242424244,61,93,46.5,64.00364632627647,Mid,0,0.6931471805599453,1.3862943611198906,7.023901420101793,2.89050642896229,4.174443365649571
12527,82,3,330.71000000000004,19.45352941176471,17,243,121.5,97.2143497179694,High,0,4.418840607796598,1.3862943611198906,5.80426109322242,3.018155454969681,4.587152332159071
12528,9,6,1511.58,18.89475,46,303,60.6,207.47988493150683,High,0,2.302585092994046,1.9459101490553132,7.321572081068218,2.9904558778285897,5.339842561436181
12530,60,4,1243.8200000000002,21.821403508771933,46,277,92.33333333333333,153.5270252343187,High,0,4.110873864173311,1.6094379124341003,7.1267462201331035,3.1276988459945514,5.040369001651451
12531,15,1,95.27,5.954375,16,0,0.0,5.954375,Low,0,2.772588722239781,0.6931471805599453,4.567156743789875,1.939370957929828,1.939370957929828
12532,30,1,313.83000000000004,20.922000000000004,15,0,0.0,20.922000000000004,Low,0,3.4339872044851463,0.6931471805599453,5.752032810604912,3.0874906987935318,3.0874906987935318
12534,131,1,936.73,15.612166666666667,60,0,0.0,15.612166666666667,Low,1,4.882801922586371,0.6931471805599453,6.843462061088598,2.8101353586261157,2.8101353586261157
12535,92,2,716.35,21.069117647058825,28,94,94.0,52.99027397260274,Mid,1,4.532599493153256,1.0986122886681098,6.575563866544399,3.0941792397258374,3.9888039187237614
12536,59,1,3979.46,15.981767068273092,249,0,0.0,15.981767068273092,Low,0,4.0943445622221,0.6931471805599453,8.28915266948932,2.8321402430935767,2.8321402430935767
12538,29,1,363.95,17.33095238095238,21,0,0.0,17.33095238095238,Low,0,3.4011973816621555,0.6931471805599453,5.899760357897641,2.9085910180006356,2.9085910180006356
12539,22,4,4552.0,17.78125,147,311,103.66666666666667,131.72739726027396,High,0,3.1354942159291497,1.6094379124341003,8.423541635334782,2.932859031735481,4.888297380165909
12540,20,17,10688.28,24.627373271889404,265,342,21.375,810.9490393283253,High,0,3.044522437723423,2.8903717578961645,9.276996649084754,3.2436610486583897,6.699437578744346
12541,30,3,816.18,17.00375,44,251,125.5,86.0902191780822,Mid,0,3.4339872044851463,1.3862943611198906,6.705859388830958,2.8905800695311226,4.466944583386315
12544,36,1,316.7,17.594444444444445,18,0,0.0,17.594444444444445,Low,0,3.6109179126442243,0.6931471805599453,5.761107541275471,2.9228628503211165,2.9228628503211165
12545,75,2,819.64,17.439148936170213,40,184,184.0,52.46078227921889,Mid,0,4.330733340286331,1.0986122886681098,6.710084523640958,2.9144760639272533,3.9789483435857336
12546,47,2,986.08,15.17046153846154,56,31,31.0,32.91782339304531,Mid,0,3.871201010907891,1.0986122886681098,6.894751089846883,2.7831862160673606,3.523940640027687
12547,198,2,151.8,25.3,6,82,82.0,61.96767123287671,Mid,1,5.293304824724492,1.0986122886681098,5.02912987673242,3.269568939183719,4.1426214396487255
12548,166,1,67.19999999999999,16.799999999999997,4,0,0.0,16.799999999999997,Low,1,5.117993812416755,0.6931471805599453,4.222444564849416,2.879198457298039,2.879198457298039
12550,79,1,824.83,14.729107142857144,56,0,0.0,14.729107142857144,Low,0,4.382026634673881,0.6931471805599453,6.716388941200945,2.755512954038798,2.755512954038798
12551,358,1,168.0,16.8,10,0,0.0,16.8,Low,1,5.883322388488279,0.6931471805599453,5.1298987149230735,2.8791984572980396,2.8791984572980396
12552,40,1,251.87,17.990714285714287,14,0,0.0,17.990714285714287,Low,0,3.713572066704308,0.6931471805599453,5.5328755226775,2.943950137898504,2.943950137898504
12553,8,10,3066.4,17.522285714285715,91,321,35.666666666666664,329.3229589041096,High,0,2.1972245773362196,2.3978952727983707,8.02858557621668,2.918974640300505,5.80007083922756
12556,50,2,578.46,4.861008403361345,98,100,100.0,12.385583055139866,Low,0,3.9318256327243257,1.0986122886681098,6.3620966353759,1.7683216712693,2.5941782363627675
